cycle_start_iso,torque_amp_nm,torque_rms_nm
2025-10-02T06:36:00.960694,3.643513,2.800790
2025-10-02T06:36:01.563104,3.655148,2.813026
2025-10-02T06:36:02.165514,3.670375,2.820383
2025-10-02T06:36:02.767924,3.702049,2.837479
2025-10-02T06:36:03.370334,3.672905,2.836473
2025-10-02T06:36:03.972744,3.672160,2.835564
2025-10-02T06:36:04.575154,3.674713,2.833638
2025-10-02T06:36:05.177564,3.695159,2.825401
2025-10-02T06:36:05.779974,3.713775,2.819204
2025-10-02T06:36:06.382384,3.660367,2.820382
2025-10-02T06:36:06.984794,3.711967,2.823240
2025-10-02T06:36:07.587204,3.748273,2.834162
2025-10-02T06:36:08.189614,3.714294,2.839877
2025-10-02T06:36:08.792024,3.722586,2.852415
2025-10-02T06:36:09.394434,3.736909,2.863764
2025-10-02T06:36:09.996844,3.748250,2.863146
2025-10-02T06:36:10.599254,3.752927,2.863063
2025-10-02T06:36:11.201664,3.750216,2.857377
2025-10-02T06:36:11.804074,3.742783,2.850861
2025-10-02T06:36:12.406484,3.764607,2.846304
2025-10-02T06:36:13.008894,3.755570,2.839274
2025-10-02T06:36:13.611304,3.774728,2.820782
2025-10-02T06:36:14.213714,3.764697,2.799176
2025-10-02T06:36:14.816124,3.769464,2.772349
2025-10-02T06:36:15.418534,3.767002,2.755419
2025-10-02T06:36:16.020944,3.774909,2.743127
2025-10-02T06:36:16.623354,3.787064,2.734961
2025-10-02T06:36:17.225764,3.782839,2.758850
2025-10-02T06:36:17.828174,3.763387,2.774147
2025-10-02T06:36:18.430584,3.785708,2.798515
2025-10-02T06:36:19.032994,3.793977,2.819688
2025-10-02T06:36:19.635404,3.798879,2.841941
2025-10-02T06:36:20.237814,3.790453,2.864370
2025-10-02T06:36:20.840224,3.797072,2.922363
2025-10-02T06:36:21.442634,3.794971,2.897070
2025-10-02T06:36:22.045044,3.828995,2.909865
2025-10-02T06:36:22.647454,3.819416,2.907525
2025-10-02T06:36:23.249864,3.832587,2.905726
2025-10-02T06:36:23.852274,3.821472,2.897868
2025-10-02T06:36:24.454684,3.810763,2.888453
2025-10-02T06:36:25.057094,3.834711,2.886484
2025-10-02T06:36:25.659504,3.796394,2.880774
2025-10-02T06:36:26.261914,3.831073,2.894011
2025-10-02T06:36:26.864324,3.856490,2.904646
2025-10-02T06:36:27.466734,3.851497,2.916457
2025-10-02T06:36:28.069144,3.864962,2.930603
2025-10-02T06:36:28.671554,3.838687,2.928696
2025-10-02T06:36:29.273964,3.869322,2.932994
2025-10-02T06:36:29.876374,3.870158,2.932886
2025-10-02T06:36:30.478784,3.888751,2.931113
2025-10-02T06:36:31.081194,3.863312,2.926503
2025-10-02T06:36:31.683604,3.888232,2.914091
2025-10-02T06:36:32.286014,3.862296,2.901535
2025-10-02T06:36:32.888424,3.888367,2.888050
2025-10-02T06:36:33.490834,3.890784,2.866495
2025-10-02T06:36:34.093244,3.880821,2.837070
2025-10-02T06:36:34.695654,3.877658,2.822770
2025-10-02T06:36:35.298064,3.876777,2.804915
2025-10-02T06:36:35.900474,3.910214,2.810327
2025-10-02T06:36:36.502884,3.891236,2.819604
2025-10-02T06:36:37.105294,3.919205,2.841395
2025-10-02T06:36:37.707704,3.917308,2.869726
2025-10-02T06:36:38.310114,3.945051,2.897882
2025-10-02T06:36:38.912524,3.928152,2.917590
2025-10-02T06:36:39.514934,3.910688,2.931975
2025-10-02T06:36:40.117344,3.936059,2.945275
2025-10-02T06:36:40.719754,3.923340,2.955309
2025-10-02T06:36:41.322164,3.938657,2.967903
2025-10-02T06:36:41.924574,3.942475,2.969761
2025-10-02T06:36:42.526984,3.941188,2.971720
2025-10-02T06:36:43.129394,3.954291,2.977991
2025-10-02T06:36:43.731804,3.963915,2.969205
2025-10-02T06:36:44.334214,3.937889,2.966665
2025-10-02T06:36:44.936624,3.966852,2.958999
2025-10-02T06:36:45.539034,3.937370,2.950159
2025-10-02T06:36:46.141444,3.955624,2.954337
2025-10-02T06:36:46.743854,3.957115,2.962010
2025-10-02T06:36:47.346264,3.973246,2.970054
2025-10-02T06:36:47.948674,3.975437,2.979506
2025-10-02T06:36:48.551084,3.978578,2.987562
2025-10-02T06:36:49.153494,3.974760,3.001981
2025-10-02T06:36:49.755904,3.996990,3.006176
2025-10-02T06:36:50.358314,4.000018,2.998845
2025-10-02T06:36:50.960724,4.016872,2.998606
2025-10-02T06:36:51.563134,4.005304,3.010047
2025-10-02T06:36:52.165544,3.985197,2.964161
2025-10-02T06:36:52.767954,4.004559,2.942701
2025-10-02T06:36:53.370364,4.008964,2.923949
2025-10-02T06:36:53.972774,4.005146,2.883083
2025-10-02T06:36:54.575184,4.005440,2.872507
2025-10-02T06:36:55.177594,3.962153,2.866856
2025-10-02T06:36:55.780004,4.038876,2.867663
2025-10-02T06:36:56.382414,4.013528,2.892126
2025-10-02T06:36:56.984824,3.987095,2.907967
2025-10-02T06:36:57.587234,4.032099,2.935666
2025-10-02T06:36:58.189644,4.031963,2.962820
2025-10-02T06:36:58.792054,4.061107,2.986080
2025-10-02T06:36:59.394464,4.022723,2.995661
2025-10-02T06:36:59.996874,4.030065,3.009962
2025-10-02T06:37:00.599284,4.033680,3.023255
2025-10-02T06:37:01.201694,4.038108,3.024246
2025-10-02T06:37:01.804104,4.059639,3.036945
2025-10-02T06:37:02.406514,4.074098,3.045537
2025-10-02T06:37:03.008924,4.042536,3.035670
2025-10-02T06:37:03.611334,4.069692,3.027576
2025-10-02T06:37:04.213744,4.047981,3.013598
2025-10-02T06:37:04.816154,4.065603,3.008697
2025-10-02T06:37:05.418564,4.004581,3.012955
2025-10-02T06:37:06.020974,4.068314,3.015175
2025-10-02T06:37:06.623384,4.073714,3.025385
2025-10-02T06:37:07.225794,4.077961,3.039082
2025-10-02T06:37:07.828204,4.083857,3.048291
2025-10-02T06:37:08.430614,4.075114,3.057658
2025-10-02T06:37:09.033024,4.095447,3.057954
2025-10-02T06:37:09.635434,4.106450,3.056238
2025-10-02T06:37:10.237844,4.099265,3.049804
2025-10-02T06:37:10.840254,4.094318,3.056810
2025-10-02T06:37:11.442664,4.075634,3.038467
2025-10-02T06:37:12.045074,4.118424,3.031604
2025-10-02T06:37:12.647484,4.110494,3.005957
2025-10-02T06:37:13.249894,4.091268,2.993652
2025-10-02T06:37:13.852304,4.119531,2.964659
2025-10-02T06:37:14.454714,4.118830,2.946038
2025-10-02T06:37:15.057124,4.100282,2.914578
2025-10-02T06:37:15.659534,4.071725,2.910998
2025-10-02T06:37:16.261944,4.113295,2.931087
2025-10-02T06:37:16.864354,4.121699,2.954613
2025-10-02T06:37:17.466764,4.115306,2.966835
2025-10-02T06:37:18.069174,4.132544,2.996181
2025-10-02T06:37:18.671584,4.109567,3.023371
2025-10-02T06:37:19.273994,4.135435,3.041008
2025-10-02T06:37:19.876404,4.139841,3.054879
2025-10-02T06:37:20.478814,4.138915,3.065026
2025-10-02T06:37:21.081224,4.126512,3.069667
2025-10-02T06:37:21.683634,4.146686,3.083314
2025-10-02T06:37:22.286044,4.125992,3.142944
2025-10-02T06:37:22.888454,4.167087,3.077707
2025-10-02T06:37:23.490864,4.143501,3.069559
2025-10-02T06:37:24.093274,4.143343,3.048659
2025-10-02T06:37:24.695684,4.128206,3.048092
2025-10-02T06:37:25.298094,4.146777,3.045902
2025-10-02T06:37:25.900504,4.147816,3.046810
2025-10-02T06:37:26.502914,4.124026,3.053447
2025-10-02T06:37:27.105324,4.148019,3.071426
2025-10-02T06:37:27.707734,4.142349,3.077515
2025-10-02T06:37:28.310144,4.143704,3.078776
2025-10-02T06:37:28.912554,4.150392,3.085626
2025-10-02T06:37:29.514964,4.154436,3.082085
2025-10-02T06:37:30.117374,4.165415,3.081997
2025-10-02T06:37:30.719784,4.150459,3.073486
2025-10-02T06:37:31.322194,4.180371,3.071843
2025-10-02T06:37:31.924604,4.143388,3.055434
2025-10-02T06:37:32.527014,4.153780,3.035951
2025-10-02T06:37:33.129424,4.179106,3.009131
2025-10-02T06:37:33.731834,4.183941,2.984702
2025-10-02T06:37:34.334244,4.153487,2.955232
2025-10-02T06:37:34.936654,4.142507,2.948722
2025-10-02T06:37:35.539064,4.193249,2.952867
2025-10-02T06:37:36.141474,4.175627,2.967149
2025-10-02T06:37:36.743884,4.181388,2.995544
2025-10-02T06:37:37.346294,4.200049,3.027585
2025-10-02T06:37:37.948704,4.219795,3.053073
2025-10-02T06:37:38.551114,4.220337,3.075108
2025-10-02T06:37:39.153524,4.187375,3.090359
2025-10-02T06:37:39.755934,4.199981,3.101648
2025-10-02T06:37:40.358344,4.218349,3.109713
2025-10-02T06:37:40.960754,4.226166,3.121623
2025-10-02T06:37:41.563164,4.221851,3.127225
2025-10-02T06:37:42.165574,4.222077,3.131104
2025-10-02T06:37:42.767984,4.203167,3.118275
2025-10-02T06:37:43.370394,4.225307,3.117673
2025-10-02T06:37:43.972804,4.249662,3.114289
2025-10-02T06:37:44.575214,4.231430,3.093966
2025-10-02T06:37:45.177624,4.156650,3.097418
2025-10-02T06:37:45.780034,4.228719,3.096569
2025-10-02T06:37:46.382444,4.253886,3.101750
2025-10-02T06:37:46.984854,4.227182,3.120312
2025-10-02T06:37:47.587264,4.211368,3.121437
2025-10-02T06:37:48.189674,4.230029,3.137422
2025-10-02T06:37:48.792084,4.237575,3.131499
2025-10-02T06:37:49.394494,4.245731,3.136798
2025-10-02T06:37:49.996904,4.248306,3.134549
2025-10-02T06:37:50.599314,4.226347,3.125631
2025-10-02T06:37:51.201724,4.243336,3.119412
2025-10-02T06:37:51.804134,4.268775,3.111196
2025-10-02T06:37:52.406544,4.241009,3.068748
2025-10-02T06:37:53.008954,4.251966,3.036069
2025-10-02T06:37:53.611364,4.247877,3.014751
2025-10-02T06:37:54.213774,4.251876,2.990389
2025-10-02T06:37:54.816184,4.214463,2.985253
2025-10-02T06:37:55.418594,4.247018,2.998593
2025-10-02T06:37:56.021004,4.257140,3.013946
2025-10-02T06:37:56.623414,4.260980,3.043756
2025-10-02T06:37:57.225824,4.256100,3.062196
2025-10-02T06:37:57.828234,4.260370,3.091464
2025-10-02T06:37:58.430644,4.260009,3.107222
2025-10-02T06:37:59.033054,4.253706,3.124162
2025-10-02T06:37:59.635464,4.291638,3.139256
2025-10-02T06:38:00.237874,4.269678,3.146389
2025-10-02T06:38:00.840284,4.255626,3.151967
2025-10-02T06:38:01.442694,4.274784,3.149429
2025-10-02T06:38:02.045104,4.273519,3.151675
2025-10-02T06:38:02.647514,4.271305,3.143151
2025-10-02T06:38:03.249924,4.284680,3.137056
2025-10-02T06:38:03.852334,4.270379,3.122384
2025-10-02T06:38:04.454744,4.241009,3.113590
2025-10-02T06:38:05.057154,4.286080,3.114409
2025-10-02T06:38:05.659564,4.267961,3.123349
2025-10-02T06:38:06.261974,4.284228,3.132579
2025-10-02T06:38:06.864384,4.302143,3.155852
2025-10-02T06:38:07.466794,4.303838,3.161766
2025-10-02T06:38:08.069204,4.287617,3.158505
2025-10-02T06:38:08.671614,4.286894,3.165090
2025-10-02T06:38:09.274024,4.302821,3.162262
2025-10-02T06:38:09.876434,4.301985,3.154688
2025-10-02T06:38:10.478844,4.306549,3.151818
2025-10-02T06:38:11.081254,4.308356,3.140545
2025-10-02T06:38:11.683664,4.299862,3.123502
2025-10-02T06:38:12.286074,4.309237,3.107933
2025-10-02T06:38:12.888484,4.293536,3.068276
2025-10-02T06:38:13.490894,4.319585,3.043343
2025-10-02T06:38:14.093304,4.298868,3.025431
2025-10-02T06:38:14.695714,4.252508,3.009669
2025-10-02T06:38:15.298124,4.321799,3.018688
2025-10-02T06:38:15.900534,4.293988,3.034447
2025-10-02T06:38:16.502944,4.300313,3.053136
2025-10-02T06:38:17.105354,4.310344,3.082564
2025-10-02T06:38:17.707764,4.301059,3.103085
2025-10-02T06:38:18.310174,4.314004,3.130349
2025-10-02T06:38:18.912584,4.306797,3.138753
2025-10-02T06:38:19.514994,4.314705,3.154903
2025-10-02T06:38:20.117404,4.311293,3.163451
2025-10-02T06:38:20.719814,4.322612,3.176345
2025-10-02T06:38:21.322224,4.340866,3.176914
2025-10-02T06:38:21.924634,4.328644,3.187071
2025-10-02T06:38:22.527044,4.331581,3.178204
2025-10-02T06:38:23.129454,4.340189,3.172153
2025-10-02T06:38:23.731864,4.338042,3.160094
2025-10-02T06:38:24.334274,4.361900,3.153432
2025-10-02T06:38:24.936684,4.244488,3.145109
2025-10-02T06:38:25.539094,4.349180,3.153029
2025-10-02T06:38:26.141504,4.369400,3.160368
2025-10-02T06:38:26.743914,4.354083,3.176105
2025-10-02T06:38:27.346324,4.341183,3.248086
2025-10-02T06:38:27.948734,4.342877,3.133236
2025-10-02T06:38:28.551144,4.350852,3.255617
2025-10-02T06:38:29.153554,4.365017,3.187004
2025-10-02T06:38:29.755964,4.355709,3.178346
2025-10-02T06:38:30.358374,4.369920,3.174755
2025-10-02T06:38:30.960784,4.345046,3.158310
2025-10-02T06:38:31.563194,4.352027,3.141876
2025-10-02T06:38:32.165604,4.355484,3.113035
2025-10-02T06:38:32.768014,4.374981,3.089069
2025-10-02T06:38:33.370424,4.382323,3.058473
2025-10-02T06:38:33.972834,4.354241,3.044355
2025-10-02T06:38:34.575244,4.358714,3.035905
2025-10-02T06:38:35.177654,4.357630,3.061407
2025-10-02T06:38:35.780064,4.336484,3.076521
2025-10-02T06:38:36.382474,4.395291,3.109446
2025-10-02T06:38:36.984884,4.391066,3.138739
2025-10-02T06:38:37.587294,4.378686,3.157132
2025-10-02T06:38:38.189704,4.385350,3.180601
2025-10-02T06:38:38.792114,4.368339,3.182108
2025-10-02T06:38:39.394524,4.392490,3.199013
2025-10-02T06:38:39.996934,4.376765,3.199856
2025-10-02T06:38:40.599344,4.372292,3.204298
2025-10-02T06:38:41.201754,4.403469,3.212457
2025-10-02T06:38:41.804164,4.384198,3.205206
2025-10-02T06:38:42.406574,4.388084,3.196474
2025-10-02T06:38:43.008984,4.395585,3.184182
2025-10-02T06:38:43.611394,4.381465,3.170124
2025-10-02T06:38:44.213804,4.321821,3.165109
2025-10-02T06:38:44.816214,4.410021,3.171121
2025-10-02T06:38:45.418624,4.390840,3.179014
2025-10-02T06:38:46.021034,4.403582,3.195768
2025-10-02T06:38:46.623444,4.401255,3.204187
2025-10-02T06:38:47.225854,4.385667,3.215533
2025-10-02T06:38:47.828264,4.429902,3.219716
2025-10-02T06:38:48.430674,4.411151,3.213494
2025-10-02T06:38:49.033084,4.394071,3.211056
2025-10-02T06:38:49.635494,4.419081,3.203573
2025-10-02T06:38:50.237904,4.403311,3.194144
2025-10-02T06:38:50.840314,4.417138,3.183904
2025-10-02T06:38:51.442724,4.414404,3.161928
2025-10-02T06:38:52.045134,4.415172,3.143894
2025-10-02T06:38:52.647544,4.402272,3.115534
2025-10-02T06:38:53.249954,4.407943,3.078084
2025-10-02T06:38:53.852364,4.387045,3.058126
2025-10-02T06:38:54.454774,4.352411,3.053488
2025-10-02T06:38:55.057184,4.407672,3.066844
2025-10-02T06:38:55.659594,4.432003,3.092342
2025-10-02T06:38:56.262004,4.418764,3.115421
2025-10-02T06:38:56.864414,4.404418,3.139596
2025-10-02T06:38:57.466824,4.413387,3.163254
2025-10-02T06:38:58.069234,4.420368,3.182790
2025-10-02T06:38:58.671644,4.411015,3.201253
2025-10-02T06:38:59.274054,4.428569,3.212610
2025-10-02T06:38:59.876464,4.422741,3.280910
2025-10-02T06:39:00.478874,4.412868,3.220491
2025-10-02T06:39:01.081284,4.414630,3.221941
2025-10-02T06:39:01.683694,4.448247,3.217107
2025-10-02T06:39:02.286104,4.452178,3.202440
2025-10-02T06:39:02.888514,4.431574,3.192866
2025-10-02T06:39:03.490924,4.384289,3.181453
2025-10-02T06:39:04.093334,4.423644,3.189388
2025-10-02T06:39:04.695744,4.428773,3.204360
2025-10-02T06:39:05.298154,4.434104,3.214086
2025-10-02T06:39:05.900564,4.425745,3.231478
2025-10-02T06:39:06.502974,4.435257,3.236916
2025-10-02T06:39:07.105384,4.461915,3.246573
2025-10-02T06:39:07.707794,4.433607,3.237310
2025-10-02T06:39:08.310204,4.454212,3.231865
2025-10-02T06:39:08.912614,4.450235,3.232888
2025-10-02T06:39:09.515024,4.442983,3.219968
2025-10-02T06:39:10.117434,4.469823,3.209893
2025-10-02T06:39:10.719844,4.446643,3.195210
2025-10-02T06:39:11.322254,4.487445,3.182673
2025-10-02T06:39:11.924664,4.456651,3.149712
2025-10-02T06:39:12.527074,4.455590,3.117039
2025-10-02T06:39:13.129484,4.475990,3.096384
2025-10-02T06:39:13.731894,4.377330,3.086188
2025-10-02T06:39:14.334304,4.461034,3.101724
2025-10-02T06:39:14.936714,4.469461,3.119989
2025-10-02T06:39:15.539124,4.473212,3.154424
2025-10-02T06:39:16.141534,4.464581,3.171252
2025-10-02T06:39:16.743944,4.485931,3.205548
2025-10-02T06:39:17.346354,4.476442,3.225300
2025-10-02T06:39:17.948764,4.500571,3.241511
2025-10-02T06:39:18.551174,4.476939,3.255761
2025-10-02T06:39:19.153584,4.473776,3.262963
2025-10-02T06:39:19.755994,4.466660,3.267354
2025-10-02T06:39:20.358404,4.526190,3.282114
2025-10-02T06:39:20.960814,4.513719,3.271803
2025-10-02T06:39:21.563224,4.516995,3.274471
2025-10-02T06:39:22.165634,4.514420,3.257281
2025-10-02T06:39:22.768044,4.504298,3.251755
2025-10-02T06:39:23.370454,4.535543,3.236800
2025-10-02T06:39:23.972864,4.487241,3.240162
2025-10-02T06:39:24.575274,4.483536,3.242277
2025-10-02T06:39:25.177684,4.528472,3.258090
2025-10-02T06:39:25.780094,4.520633,3.272292
2025-10-02T06:39:26.382504,4.522259,3.279782
2025-10-02T06:39:26.984914,4.534595,3.296202
2025-10-02T06:39:27.587324,4.512115,3.294763
2025-10-02T06:39:28.189734,4.526235,3.287624
2025-10-02T06:39:28.792144,4.540717,3.287580
2025-10-02T06:39:29.394554,4.529376,3.285411
2025-10-02T06:39:29.996964,4.526100,3.269772
2025-10-02T06:39:30.599374,4.522508,3.252707
2025-10-02T06:39:31.201784,4.528562,3.239472
2025-10-02T06:39:31.804194,4.530776,3.210515
2025-10-02T06:39:32.406604,4.555289,3.042907
2025-10-02T06:39:33.009014,4.452065,3.133091
2025-10-02T06:39:33.611424,4.535250,3.133577
2025-10-02T06:39:34.213834,4.533284,3.162582
2025-10-02T06:39:34.816244,4.522101,3.183420
2025-10-02T06:39:35.418654,4.554543,3.211834
2025-10-02T06:39:36.021064,4.534436,3.244489
2025-10-02T06:39:36.623474,4.549709,3.266098
2025-10-02T06:39:37.225884,4.546049,3.277892
2025-10-02T06:39:37.828294,4.548828,3.289595
2025-10-02T06:39:38.430704,4.543383,3.299702
2025-10-02T06:39:39.033114,4.559469,3.299433
2025-10-02T06:39:39.635524,4.562586,3.303815
2025-10-02T06:39:40.237934,4.563016,3.310485
2025-10-02T06:39:40.840344,4.557978,3.297100
2025-10-02T06:39:41.442754,4.567150,3.291482
2025-10-02T06:39:42.045164,4.538164,3.271410
2025-10-02T06:39:42.647574,4.561841,3.257415
2025-10-02T06:39:43.249984,4.478701,3.260923
2025-10-02T06:39:43.852394,4.536312,3.256817
2025-10-02T06:39:44.454804,4.552668,3.269982
2025-10-02T06:39:45.057214,4.555018,3.281649
2025-10-02T06:39:45.659624,4.551945,3.291042
2025-10-02T06:39:46.262034,4.538096,3.303468
2025-10-02T06:39:46.864444,4.544580,3.301181
2025-10-02T06:39:47.466854,4.582106,3.305806
2025-10-02T06:39:48.069264,4.534685,3.295988
2025-10-02T06:39:48.671674,4.546388,3.287801
2025-10-02T06:39:49.274084,4.561502,3.280701
2025-10-02T06:39:49.876494,4.565840,3.266526
2025-10-02T06:39:50.478904,4.546975,3.243915
2025-10-02T06:39:51.081314,4.551832,3.218888
2025-10-02T06:39:51.683724,4.534753,3.186204
2025-10-02T06:39:52.286134,4.540559,3.158155
2025-10-02T06:39:52.888544,4.568121,3.140788
2025-10-02T06:39:53.490954,4.507619,3.129238
2025-10-02T06:39:54.093364,4.549189,3.142255
2025-10-02T06:39:54.695774,4.557480,3.170322
2025-10-02T06:39:55.298184,4.580321,3.195613
2025-10-02T06:39:55.900594,4.557932,3.225123
2025-10-02T06:39:56.503004,4.565727,3.258124
2025-10-02T06:39:57.105414,4.569070,3.274067
2025-10-02T06:39:57.707824,4.569341,3.280487
2025-10-02T06:39:58.310234,4.563829,3.289452
2025-10-02T06:39:58.912644,4.549460,3.300648
2025-10-02T06:39:59.515054,4.565026,3.302546
2025-10-02T06:40:00.117464,4.553572,3.297697
2025-10-02T06:40:00.719874,4.571962,3.300815
2025-10-02T06:40:01.322284,4.565659,3.293975
2025-10-02T06:40:01.924694,4.565636,3.276050
2025-10-02T06:40:02.527104,4.566585,3.260625
2025-10-02T06:40:03.129514,4.529963,3.247207
2025-10-02T06:40:03.731924,4.547563,3.245179
2025-10-02T06:40:04.334334,4.561208,3.260812
2025-10-02T06:40:04.936744,2.197295,2.198794
